source_id,organization_id,organization_name,source_name,source_type,source_url,official,feed_available,feed_url,feed_type,feed_status,update_frequency,language,topic,priority,monitor_tier,machine_fetchability,requires_javascript,notes,verified_at
pytorch--github_releases--395,pytorch,PyTorch,PyTorch — 主監視先,github_releases,https://github.com/pytorch/pytorch/releases,yes,unknown,,,unknown,週次〜月次,英語,深層学習フレームワーク,A,P1,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
vllm--github_releases--423,vllm,vLLM,vLLM — 主監視先,github_releases,https://github.com/vllm-project/vllm/releases,yes,unknown,,,unknown,隔週〜月次,英語,LLM推論・サービング,A,P1,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
aws--newsroom--086,aws,Amazon Web Services,Amazon Web Services — 主監視先,newsroom,https://press.aboutamazon.com/aws,yes,yes,https://aws.amazon.com/blogs/machine-learning/feed/,RSS,confirmed,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
hugging-face--newsroom--388,hugging-face,Hugging Face,Hugging Face — 主監視先,newsroom,https://huggingface.co/blog,yes,yes,https://huggingface.co/blog/feed.xml,RSS,confirmed,日次〜週次,英語,モデルハブ、Transformers、データセット、OSS,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
mlcommons--rss--456,mlcommons,MLCommons,MLCommons — 公式RSS/Atom,rss,https://mlcommons.org/feed/,yes,yes,https://mlcommons.org/feed/,RSS,confirmed,月次〜不定期,英語,AIベンチマーク、安全性評価、データ,A,P1,rss_atom,no,公式フィードURLとして第1弾の調査で確認済み。現行収集設定への追加可否は別途運用判断する。,2026-08-18
openai--newsroom--001,openai,OpenAI,OpenAI — 主監視先,newsroom,https://openai.com/news/,yes,yes,https://openai.com/news/rss.xml,RSS,confirmed,日次〜週次,英語,基盤モデル、AIエージェント、API,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
brave--github_releases--345,brave,Brave,Brave — Release Notes／Changelog,github_releases,https://github.com/brave/brave-browser/releases,yes,unknown,,,unknown,週次〜月次,英語,ブラウザ、検索、AI、プライバシー,A,P1,github_releases_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
github--other--171,github,GitHub,GitHub — 主監視先,other,https://github.blog/ai-and-ml/,yes,yes,https://github.blog/ai-and-ml/feed/,RSS,confirmed,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
google-deepmind--newsroom--014,google-deepmind,Google DeepMind,Google DeepMind — 主監視先,newsroom,https://deepmind.google/blog/,yes,yes,https://deepmind.google/blog/rss.xml,RSS,confirmed,週次〜月次,英語,基盤モデル、科学、AI安全性、ロボティクス,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
llamaindex--github_releases--439,llamaindex,LlamaIndex,LlamaIndex — 主監視先,github_releases,https://github.com/run-llama/llama_index/releases,yes,unknown,,,unknown,週次〜月次,英語,データ接続、RAG、AIエージェント,A,P1,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
microsoft-ai--newsroom--101,microsoft-ai,Microsoft AI / Azure AI,Microsoft AI / Azure AI — 主監視先,newsroom,https://news.microsoft.com/,yes,yes,https://www.microsoft.com/en-us/microsoft-cloud/blog/feed/,RSS,confirmed,週次〜月次,英語,Azure AI、Copilot、企業向けAI,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
mistral-ai--newsroom--029,mistral-ai,Mistral AI,Mistral AI — 主監視先,newsroom,https://mistral.ai/news/,yes,yes,https://mistral.ai/rss.xml,RSS,confirmed,週次〜月次,英語／フランス語,基盤モデル、企業向けAI、オープンウェイト,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
nvidia--other--250,nvidia,NVIDIA,NVIDIA — 主監視先,other,https://blogs.nvidia.com/blog/category/deep-learning/,yes,yes,https://blogs.nvidia.com/blog/category/deep-learning/feed/,RSS,confirmed,日次〜週次,英語,GPU、AI計算、ネットワーク、ロボティクス,A,P1,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
ollama--github_releases--429,ollama,Ollama,Ollama — 主監視先,github_releases,https://github.com/ollama/ollama/releases,yes,unknown,,,unknown,週次〜月次,英語,ローカルLLM実行、モデル配布,A,P1,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
qdrant--github_releases--535,qdrant,Qdrant,Qdrant — 主監視先,github_releases,https://github.com/qdrant/qdrant/releases,yes,unknown,,,unknown,週次〜月次,英語,オープンソースベクトルDB、AI検索,A,P1,github_releases_api,no,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
redis--github_releases--555,redis,Redis,Redis — 主監視先,github_releases,https://github.com/redis/redis/releases,yes,unknown,,,unknown,週次〜月次,英語,インメモリDB、ベクトル検索、AI,A,P1,github_releases_api,no,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
sourcegraph--rss--615,sourcegraph,Sourcegraph,Sourcegraph — 公式RSS/Atom,rss,https://sourcegraph.com/changelog/technical-changelog.rss,yes,yes,https://sourcegraph.com/changelog/technical-changelog.rss,RSS,confirmed,週次〜月次,英語,コード検索、AIコーディング、開発者基盤,A,P1,rss_atom,no,公式フィードURLとして第2弾の調査で確認済み。現行収集設定への追加可否は別途運用判断する。,2026-08-18
weaviate--github_releases--530,weaviate,Weaviate,Weaviate — 主監視先,github_releases,https://github.com/weaviate/weaviate/releases,yes,unknown,,,unknown,週次〜月次,英語,オープンソースベクトルDB、AI検索,A,P1,github_releases_api,no,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
llama-cpp--github_releases--426,llama-cpp,llama.cpp,llama.cpp — 主監視先,github_releases,https://github.com/ggml-org/llama.cpp/releases,yes,unknown,,,unknown,週次〜月次,英語,ローカルLLM推論、エッジAI,A,P1,github_releases_api,no,主監視先。公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,2026-08-18
aws--release_notes--091,aws,Amazon Web Services,Amazon Web Services — Release Notes／Changelog,release_notes,https://docs.aws.amazon.com/bedrock/latest/userguide/doc-history.html,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P1,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
aws--github_org--092,aws,Amazon Web Services,Amazon Web Services — 公式GitHub Organization,github_org,https://github.com/aws,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P1,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
apple-ml-research--rss--379,apple-ml-research,Apple Machine Learning Research,Apple Machine Learning Research — 公式RSS/Atom,rss,https://machinelearning.apple.com/rss.xml,yes,yes,https://machinelearning.apple.com/rss.xml,RSS,confirmed,月次〜不定期,英語,端末AI、基盤モデル、機械学習研究,A,P1,rss_atom,no,公式フィードURLとして第1弾の調査で確認済み。現行収集設定への追加可否は別途運用判断する。,2026-08-18
github--release_notes--175,github,GitHub,GitHub — Release Notes／Changelog,release_notes,https://github.blog/changelog/,yes,unknown,,,unknown,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P1,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
github--github_org--176,github,GitHub,GitHub — 公式GitHub Organization,github_org,https://github.com/github,yes,unknown,,,unknown,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P1,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-cloud--release_notes--099,google-cloud,Google Cloud,Google Cloud — Release Notes／Changelog,release_notes,https://docs.cloud.google.com/vertex-ai/docs/release-notes,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Vertex AI、データ、セキュリティ,A,P1,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-cloud--github_org--100,google-cloud,Google Cloud,Google Cloud — 公式GitHub Organization,github_org,https://github.com/GoogleCloudPlatform,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Vertex AI、データ、セキュリティ,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
hugging-face--github_org--393,hugging-face,Hugging Face,Hugging Face — 公式GitHub Organization,github_org,https://github.com/huggingface,yes,unknown,,,unknown,日次〜週次,英語,モデルハブ、Transformers、データセット、OSS,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mlcommons--newsroom--452,mlcommons,MLCommons,MLCommons — 主監視先,newsroom,https://mlcommons.org/category/news/,yes,yes,https://mlcommons.org/feed/,RSS,confirmed,月次〜不定期,英語,AIベンチマーク、安全性評価、データ,A,P2,rss_atom,unknown,主監視先。公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,2026-08-18
nvidia--github_org--255,nvidia,NVIDIA,NVIDIA — 公式GitHub Organization,github_org,https://github.com/NVIDIA,yes,unknown,,,unknown,日次〜週次,英語,GPU、AI計算、ネットワーク、ロボティクス,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
openai--github_org--006,openai,OpenAI,OpenAI — 公式GitHub Organization,github_org,https://github.com/openai,yes,unknown,,,unknown,日次〜週次,英語,基盤モデル、AIエージェント、API,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
openai--release_notes--005,openai,OpenAI,OpenAI — Release Notes／Changelog,release_notes,https://platform.openai.com/docs/changelog,yes,unknown,,,unknown,日次〜週次,英語,基盤モデル、AIエージェント、API,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
sourcegraph--release_notes--610,sourcegraph,Sourcegraph,Sourcegraph — 主監視先,release_notes,https://sourcegraph.com/changelog/releases,yes,yes,https://sourcegraph.com/changelog/technical-changelog.rss,RSS,confirmed,週次〜月次,英語,コード検索、AIコーディング、開発者基盤,A,P2,rss_atom,unknown,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
ai2--github_org--350,ai2,Ai2（Allen Institute for AI）,Ai2（Allen Institute for AI） — 公式GitHub Organization,github_org,https://github.com/allenai,yes,unknown,,,unknown,週次〜月次,英語,AI研究、オープンモデル、科学AI,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
aws--blog--088,aws,Amazon Web Services,Amazon Web Services — 公式Blog,blog,https://aws.amazon.com/blogs/machine-learning/,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
anthropic--release_notes--012,anthropic,Anthropic,Anthropic — Release Notes／Changelog,release_notes,https://docs.anthropic.com/en/release-notes/overview,yes,unknown,,,unknown,週次〜月次,英語,基盤モデル、AI安全性、エージェント,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
anthropic--github_org--013,anthropic,Anthropic,Anthropic — 公式GitHub Organization,github_org,https://github.com/anthropics,yes,unknown,,,unknown,週次〜月次,英語,基盤モデル、AI安全性、エージェント,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
apple--release_notes--334,apple,Apple,Apple — Release Notes／Changelog,release_notes,https://developer.apple.com/news/releases/,yes,unknown,,,unknown,週次〜月次,英語,端末AI、OS、開発者基盤、ML,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
apple--github_org--335,apple,Apple,Apple — 公式GitHub Organization,github_org,https://github.com/apple,yes,unknown,,,unknown,週次〜月次,英語,端末AI、OS、開発者基盤、ML,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
bun--github_releases--621,bun,Bun,Bun — 主監視先,github_releases,https://github.com/oven-sh/bun/releases,yes,unknown,,,unknown,週次〜月次,英語,JavaScriptランタイム、開発基盤,A,P2,github_releases_api,no,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
databricks--release_notes--140,databricks,Databricks,Databricks — Release Notes／Changelog,release_notes,https://docs.databricks.com/release-notes/index.html,yes,unknown,,,unknown,週次〜月次,英語,データ、AI、分析、MLOps,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
databricks--github_org--141,databricks,Databricks,Databricks — 公式GitHub Organization,github_org,https://github.com/databricks,yes,unknown,,,unknown,週次〜月次,英語,データ、AI、分析、MLOps,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
deno--github_releases--626,deno,Deno,Deno — 主監視先,github_releases,https://github.com/denoland/deno/releases,yes,unknown,,,unknown,週次〜月次,英語,JavaScriptランタイム、Web基盤、AI,A,P2,github_releases_api,no,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
github--blog--174,github,GitHub,GitHub — 公式Blog,blog,https://github.blog/,yes,unknown,,,unknown,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
github--newsroom--173,github,GitHub,GitHub — Newsroom／News,newsroom,https://github.com/newsroom/,yes,unknown,,,unknown,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-cloud--blog--096,google-cloud,Google Cloud,Google Cloud — 公式Blog,blog,https://cloud.google.com/blog,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Vertex AI、データ、セキュリティ,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-cloud--newsroom--094,google-cloud,Google Cloud,Google Cloud — 主監視先,newsroom,https://cloud.google.com/press,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Vertex AI、データ、セキュリティ,A,P2,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
google-deepmind--github_org--017,google-deepmind,Google DeepMind,Google DeepMind — 公式GitHub Organization,github_org,https://github.com/google-deepmind,yes,unknown,,,unknown,週次〜月次,英語,基盤モデル、科学、AI安全性、ロボティクス,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-research--github_org--378,google-research,Google Research,Google Research — 公式GitHub Organization,github_org,https://github.com/google-research,yes,unknown,,,unknown,週次〜月次,英語,AI研究、ML、科学、責任あるAI,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
langchain--github_org--438,langchain,LangChain,LangChain — 公式GitHub Organization,github_org,https://github.com/langchain-ai,yes,unknown,,,unknown,週次〜月次,英語,LLMアプリ、AIエージェント、開発フレームワーク,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
meta-ai--github_org--024,meta-ai,Meta AI,Meta AI — 公式GitHub Organization,github_org,https://github.com/meta-llama,yes,unknown,,,unknown,週次〜月次,英語,オープンモデル、生成AI、XR,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
microsoft-ai--github_org--106,microsoft-ai,Microsoft AI / Azure AI,Microsoft AI / Azure AI — 公式GitHub Organization,github_org,https://github.com/Azure,yes,unknown,,,unknown,週次〜月次,英語,Azure AI、Copilot、企業向けAI,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
microsoft-research--github_org--376,microsoft-research,Microsoft Research,Microsoft Research — 公式GitHub Organization,github_org,https://github.com/microsoft,yes,unknown,,,unknown,週次〜月次,英語,AI研究、システム、科学、社会,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
mistral-ai--github_org--032,mistral-ai,Mistral AI,Mistral AI — 公式GitHub Organization,github_org,https://github.com/mistralai,yes,unknown,,,unknown,週次〜月次,英語／フランス語,基盤モデル、企業向けAI、オープンウェイト,A,P2,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
nvidia--blog--253,nvidia,NVIDIA,NVIDIA — 公式Blog,blog,https://developer.nvidia.com/blog/,yes,unknown,,,unknown,日次〜週次,英語,GPU、AI計算、ネットワーク、ロボティクス,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
nvidia--newsroom--252,nvidia,NVIDIA,NVIDIA — Newsroom／News,newsroom,https://nvidianews.nvidia.com/,yes,unknown,,,unknown,日次〜週次,英語,GPU、AI計算、ネットワーク、ロボティクス,A,P2,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
pytorch--github_org--399,pytorch,PyTorch,PyTorch — 公式GitHub Organization,github_org,https://github.com/pytorch,yes,unknown,,,unknown,週次〜月次,英語,深層学習フレームワーク,A,P3,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
vllm--github_org--425,vllm,vLLM,vLLM — 公式GitHub Organization,github_org,https://github.com/vllm-project,yes,unknown,,,unknown,隔週〜月次,英語,LLM推論・サービング,A,P3,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
xai--github_org--028,xai,xAI,xAI — 公式GitHub Organization,github_org,https://github.com/xai-org,yes,unknown,,,unknown,週次〜不定期,英語,基盤モデル、生成AI、AIエージェント,A,P3,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
ai2--newsroom--347,ai2,Ai2（Allen Institute for AI）,Ai2（Allen Institute for AI） — 主監視先,newsroom,https://allenai.org/blog,yes,unknown,,,unknown,週次〜月次,英語,AI研究、オープンモデル、科学AI,A,P3,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
aws--other--087,aws,Amazon Web Services,Amazon Web Services — 公式サイト,other,https://aws.amazon.com/,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
aws--developer_blog--090,aws,Amazon Web Services,Amazon Web Services — Developer／Engineering,developer_blog,https://aws.amazon.com/blogs/developer/,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
aws--research--089,aws,Amazon Web Services,Amazon Web Services — Research／Publications,research,https://www.amazon.science/,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Bedrock、機械学習、データ,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
anthropic--newsroom--008,anthropic,Anthropic,Anthropic — 主監視先,newsroom,https://www.anthropic.com/news,yes,unknown,,,unknown,週次〜月次,英語,基盤モデル、AI安全性、エージェント,A,P3,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
apple--newsroom--330,apple,Apple,Apple — 主監視先,newsroom,https://www.apple.com/newsroom/,yes,unknown,,,unknown,週次〜月次,英語,端末AI、OS、開発者基盤、ML,A,P3,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
cloudflare--release_notes--124,cloudflare,Cloudflare,Cloudflare — Release Notes／Changelog,release_notes,https://developers.cloudflare.com/changelog/,yes,unknown,,,unknown,日次〜週次,英語,ネットワーク、AI推論、開発基盤、セキュリティ,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cloudflare--github_org--125,cloudflare,Cloudflare,Cloudflare — 公式GitHub Organization,github_org,https://github.com/cloudflare,yes,unknown,,,unknown,日次〜週次,英語,ネットワーク、AI推論、開発基盤、セキュリティ,A,P3,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cursor--blog--606,cursor,Cursor,Cursor — 公式Blog,blog,https://www.cursor.com/blog,yes,unknown,,,unknown,週次〜月次,英語,AIコーディング、IDE,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
cursor--newsroom--604,cursor,Cursor,Cursor — 主監視先,newsroom,https://www.cursor.com/changelog,yes,unknown,,,unknown,週次〜月次,英語,AIコーディング、IDE,A,P3,html_diff,unknown,主監視先。公式の時系列更新履歴を主監視し、Blog／Newsroomを大型発表の補完に使う。,2026-08-18
databricks--blog--137,databricks,Databricks,Databricks — 公式Blog,blog,https://www.databricks.com/blog,yes,unknown,,,unknown,週次〜月次,英語,データ、AI、分析、MLOps,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
databricks--newsroom--135,databricks,Databricks,Databricks — 主監視先,newsroom,https://www.databricks.com/company/newsroom,yes,unknown,,,unknown,週次〜月次,英語,データ、AI、分析、MLOps,A,P3,html_diff,unknown,主監視先。公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,2026-08-18
deepseek--github_org--047,deepseek,DeepSeek,DeepSeek — 公式GitHub Organization,github_org,https://github.com/deepseek-ai,yes,unknown,,,unknown,不定期,中国語／英語,オープンウェイトLLM、推論モデル,A,P3,github_api,no,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
github--other--172,github,GitHub,GitHub — 公式サイト,other,https://github.com/,yes,unknown,,,unknown,日次〜週次,英語,コードホスティング、AI開発、Copilot,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
google-cloud--other--095,google-cloud,Google Cloud,Google Cloud — 公式サイト,other,https://cloud.google.com/,yes,unknown,,,unknown,日次〜週次,英語,クラウド、Vertex AI、データ、セキュリティ,A,P3,html_diff,unknown,公式主体の発信先。導入前に利用条件・robots.txt・実取得結果を再確認する。,2026-08-18
