source_id,organization_name,country_region,category,primary_domains,official_site_url,official_newsroom_url,official_blog_url,research_url,developer_blog_url,release_notes_url,github_org_url,rss_atom_url,machine_access,primary_monitor_url,primary_monitor_rationale,primary_language,update_frequency,ai_gaiden_relevance,tech_gaiden_relevance,priority,update_detection,automation_ease,notes,last_verified
github,GitHub,米国,開発者向けサービス,コードホスティング、AI開発、Copilot,https://github.com/,https://github.com/newsroom/,https://github.blog/,,https://github.blog/,https://github.blog/changelog/,https://github.com/github,https://github.blog/ai-and-ml/feed/,https://api.github.com/orgs/github/repos?per_page=100&sort=updated,https://github.blog/ai-and-ml/,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,日次〜週次,非常に高,非常に高,A,公式RSS/Atom,高,現行AI外電の有効フィードはGitHub BlogのAI & MLカテゴリ。プラットフォーム変更はChangelogを補完監視。,2026-08-18
cloudflare,Cloudflare,米国,クラウド／AIインフラ,ネットワーク、AI推論、開発基盤、セキュリティ,https://www.cloudflare.com/,https://www.cloudflare.com/press/,https://blog.cloudflare.com/,,https://developers.cloudflare.com/,https://developers.cloudflare.com/changelog/,https://github.com/cloudflare,,https://api.github.com/orgs/cloudflare/repos?per_page=100&sort=updated,https://www.cloudflare.com/press/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,日次〜週次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
vercel,Vercel,米国,クラウド／AIインフラ,Web基盤、AI SDK、フロントエンドクラウド,https://vercel.com/,https://vercel.com/blog,https://vercel.com/blog,,https://vercel.com/guides,https://vercel.com/changelog,https://github.com/vercel,,https://api.github.com/orgs/vercel/repos?per_page=100&sort=updated,https://vercel.com/blog,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
databricks,Databricks,米国,クラウド／AIインフラ,データ、AI、分析、MLOps,https://www.databricks.com/,https://www.databricks.com/company/newsroom,https://www.databricks.com/blog,https://www.databricks.com/research,https://www.databricks.com/blog/category/engineering,https://docs.databricks.com/release-notes/index.html,https://github.com/databricks,,https://api.github.com/orgs/databricks/repos?per_page=100&sort=updated,https://www.databricks.com/company/newsroom,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
hugging-face,Hugging Face,米国／フランス,OSS／AIプロジェクト,モデルハブ、Transformers、データセット、OSS,https://huggingface.co/,https://huggingface.co/blog,https://huggingface.co/blog,https://huggingface.co/papers,https://huggingface.co/docs,https://github.com/huggingface/transformers/releases,https://github.com/huggingface,https://huggingface.co/blog/feed.xml,https://api.github.com/orgs/huggingface/repos?per_page=100&sort=updated,https://huggingface.co/blog,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,日次〜週次,非常に高,高,A,公式RSS/Atom,高,現行AI外電の有効フィード。公式Blog RSSを主監視。,2026-08-18
pytorch,PyTorch,米国（Linux Foundation傘下）,OSS／AIプロジェクト,深層学習フレームワーク,https://pytorch.org/,https://pytorch.org/blog/,https://pytorch.org/blog/,,https://pytorch.org/docs/,https://github.com/pytorch/pytorch/releases,https://github.com/pytorch,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/pytorch/pytorch/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,週次〜月次,非常に高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
vllm,vLLM,国際,OSS／AIプロジェクト,LLM推論・サービング,https://docs.vllm.ai/,,,,https://docs.vllm.ai/,https://github.com/vllm-project/vllm/releases,https://github.com/vllm-project,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/vllm-project/vllm/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,隔週〜月次,非常に高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
ollama,Ollama,米国,OSS／AIプロジェクト,ローカルLLM実行、モデル配布,https://ollama.com/,https://ollama.com/blog,https://ollama.com/blog,,https://docs.ollama.com/,https://github.com/ollama/ollama/releases,https://github.com/ollama,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/ollama/ollama/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,週次〜月次,高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
langchain,LangChain,米国,OSS／AIプロジェクト,LLMアプリ、AIエージェント、開発フレームワーク,https://www.langchain.com/,https://blog.langchain.com/,https://blog.langchain.com/,,https://python.langchain.com/docs/,https://github.com/langchain-ai/langchain/releases,https://github.com/langchain-ai,,GitHub Releases API（対象リポジトリを固定して利用。公式仕様は台帳README参照）,https://github.com/langchain-ai/langchain/releases,公式GitHubのRelease・Tagを主監視し、ブログは大型発表の補完に使う。,英語,週次〜月次,非常に高,高,A,GitHub Releases／Tags／公開リポジトリ更新,高,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
mlcommons,MLCommons,米国／国際,OSS／AIプロジェクト,AIベンチマーク、安全性評価、データ,https://mlcommons.org/,https://mlcommons.org/category/news/,https://mlcommons.org/category/news/,https://mlcommons.org/research/,,,https://github.com/mlcommons,https://mlcommons.org/feed/,https://api.github.com/orgs/mlcommons/repos?per_page=100&sort=updated,https://mlcommons.org/category/news/,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,月次〜不定期,非常に高,高,A,公式RSS/Atom,高,現行AI外電の有効フィード。性能・安全性評価の一次情報として優先。,2026-08-18
